Hierarchy,Title,Space,Releases (roll-up),Releases,Team (roll-up),Team,Assignee,Reporter,Sprint (roll-up),Sprint,Target start date,Target end date,Due date (roll-up),Due date,Story points (roll-up),Story points,Parent,Priority,Labels,Components,Work item key,Work item status,Goal,Goal status,Idea,Progress (%),Progress completed (sp),Progress remaining (sp),Progress (%) work item count (IC),To do IC,In progress IC,Done IC,Total IC,Start date (roll-up),Start date,MoSCoW,T-shirt Size,DA Team,SNOW reference no.,Business Dept,Estimate (T-shirt size),BusinessValue,Business unit
Sub-task,Update billing configuration in production env,Innovation Hub,,,,IH - Nebula,Morgan Novak,Harper Okafor,,Horizon Q3S1 + Nebula Q4S5 + Horizon Q4S2 [COMPLETED],,,,45900,,21,Update forecast transformation logic,Medium,"DevOps, Security, Integration","Squad Vertex, BI & Analytics - Practice, Demands - BAU",IH-4083,Elaboration,,,,0,0,21,0,1,2,0,3,,46012,,,,,,,,
Sub-task,Grant access permissions for campaign resource,Innovation Hub,,,,IH - Vertex,Logan Kim,Skyler Petrov,,Horizon Q4S1 + Vertex Q4S6 + Nebula Q4S4 + Pulse Q4S3,,,,45911,,1,Create logistics data pipeline for bronze module,Medium,"Analytics, Migration, Security","Squad Atlas, Squad Vertex",IH-4421,In Progress,,,,18.05,0,1,33.2,0,1,0,1,,,Must Have,,,,,,,Product & Technology
Story,Implement billing validation rules in notification layer,Innovation Hub,,,,IH - Vertex,Noel Silva,Skyler Petrov,,,,,,45971,,3,DMND0005449 Marketing Attribution Data Model,High,"Security, Automation, Compliance","Demands - BAU, Squad Nebula",IH-5638,In Progress,,,,37.65,1,2,72.82,0,0,0,0,,,Could Have,,,,,Large (4 - 6 weeks),,
Story,Optimise order query performance,Innovation Hub,,,,IH - Horizon,,Cameron Nakamura,,Atlas Q4S4,,,,,,2,DMND0005449 Marketing Attribution Data Model,Medium,"DevOps, Integration","Cloud Migration - CC, Squad Atlas, Demands - BAU",IH-6788,Backlog,,,,0,0,2,0,3,0,0,3,,46048,Should Have,,Data Engineering,,,,,
Sub-task,Analyse existing inventory process,Innovation Hub,,,,IH - Catalyst,Skyler Petrov,Emerson Eriksson,,Horizon Q4S1 + Nebula Q3S5 + Horizon Q3S4 + Horizon FY27-Q1S3,,,,46002,,5,Document pricing data flow and dependencies,Medium,"Automation, Integration",Project - Funding,IH-2251,Backlog,,,,0,0,5,0,0,0,0,0,,46019,,,,,,,,
Sub-task,Resolve merge conflict in payment branch,Innovation Hub,,,,IH - Atlas,,Noel Silva,,Pulse Q3S1 + Pulse Q3S6,,,,46119,,13,Validate billing data accuracy after migration,Low,"Security, Infrastructure","Squad Catalyst, Demands - BAU, Platform Ops - CC, Squad Pulse",IH-1367,Backlog,Real-Time Analytics Engine,On Track,Security,0,0,13,0,1,1,0,2,,45950,Must Have,,,,,,,
Epic,DMND0006603 Sustainability Reporting Dashboard,Innovation Hub,,,"IH - Horizon, IH - Pulse",IH - Catalyst,Emerson Eriksson,Avery Petrov,Horizon Q3S2 [COMPLETED],Horizon Q3S2 [COMPLETED],,,,46081,57,,,Medium,"Analytics, Q2FY27, Security",Squad Catalyst,IH-8705,In Progress,Cloud Platform Migration,Achieved,,53.45,0,0,37.17,0,1,2,3,,,Should Have,,BI Reporting,,,,,
Epic,DMND0004451 Product Recommendation Engine,Innovation Hub,,,"IH - Catalyst, IH - Horizon",IH - Pulse,Blake Brennan,Taylor Patel,Catalyst Q3S5 [COMPLETED],Catalyst Q3S5 [COMPLETED],,,46009,46009,206,,,Highest,"Reporting, Platform","Cloud Migration - CC, BI & Analytics - Practice",IH-4835,Done,,,,100,0,0,100,0,0,13,13,46029,46029,,,Data Architecture,,,,,
Story,Update customer transformation logic,Innovation Hub,,,,IH - Pulse,Skyler Petrov,,,Vertex Q4S4,,,,,,2,DMND0006537 Product Recommendation Engine,High,"Platform, Infrastructure, Automation","Squad Horizon, BAU - Funding",IH-1676,Done,,,,100,2,0,100,0,0,0,0,,,Must Have,,BI Reporting,,,,,
Story,Set up contract environment for enrichment testing,Innovation Hub,,,,IH - Pulse,Jamie Gupta,Riley Dumont,,Vertex FY27-Q1S5 + Nebula FY27-Q1S6 + Atlas Q4S2,,,,46055,,8,DMND0006603 Sustainability Reporting Dashboard,Medium,"Integration, Q2FY27","BI & Analytics - Practice, Squad Catalyst",IH-6897,Backlog,,,,0,0,8,0,2,0,0,2,,46028,,,NA,,Finance & Risk,,,
Sub-task,Update documentation for supplier schema,Innovation Hub,,,,IH - Atlas,Taylor Okafor,Quinn Silva,,Atlas Q4S1 + Pulse Q3S2 [COMPLETED],,,,45996,,0,Integrate logistics API with silver platform,Medium,,Demands - BAU,IH-8693,Backlog,,,,0,0,0,0,0,1,0,1,,45963,Should Have,,,,,X-Large (6+ weeks),,
Sub-task,Review pull request for inventory changes,Innovation Hub,,,,IH - Nebula,Skyler Kowalski,Quinn Silva,,,,,,,,5,Defect - Null values in campaign column,Medium,,"Demands - BAU, Cloud Migration - CC, Squad Vertex",IH-8988,In Progress,,,Q2FY27,47.25,2,3,22.73,0,0,0,0,,,,,,DMND00024942,,,,
Story,Migrate customer table from on-prem to cloud,Innovation Hub,,,,IH - Atlas,Taylor Patel,,,Catalyst FY27-Q1S5 + Horizon Q4S6,,,,45975,,8,DMND0006537 Product Recommendation Engine,Low,Analytics,"Squad Horizon, Demands - BAU, Cloud Migration - CC, Squad Catalyst",IH-2062,In Progress,,,,62.67,5,3,38.19,0,1,2,3,,45911,,,,,Human Resources,,,
Sub-task,Review pull request for revenue changes,Innovation Hub,,,,IH - Catalyst,Peyton Silva,,,Catalyst Q3S1 + Pulse Q4S3 + Horizon FY27-Q1S1,,,,46072,,0,Validate contract data accuracy after migration,Medium,,"Cloud Migration - CC, Project - Funding, Squad Atlas, Squad Vertex",IH-3151,Backlog,,,,0,0,0,0,2,1,0,3,,46039,,,Data Architecture,,,Large (4 - 6 weeks),,Finance & Risk
Sub-task,Performance test pricing query,Innovation Hub,,,,IH - Catalyst,Peyton Brennan,,,,,,,,,5,Document revenue data flow and dependencies,Medium,,Squad Pulse,IH-3676,Done,,,,100,5,0,100,0,0,0,0,,46032,,,,,,,,
Sub-task,Run regression tests on logistics module,Innovation Hub,,,,IH - Horizon,Peyton Yamamoto,Jamie Gupta,,,,,,,,8,Configure customer alerts for reconciliation monitoring,Medium,"Analytics, Performance","Incidents - BAU, Squad Vertex",IH-5424,Done,,,,100,8,0,100,0,0,3,3,,45960,Should Have,,Data Science,,,,,
Story,Create semantic views for logistics dataset,Innovation Hub,,,,IH - Horizon,Logan Gupta,,,Horizon Q4S6 + Catalyst Q4S3 + Nebula Q4S6,,,,,,2,DMND0004451 Product Recommendation Engine,Low,,Squad Atlas,IH-3577,Done,,,,100,2,0,0,0,0,3,3,,45965,,,,INC0299424,,,,
Story,Optimise billing query performance,Innovation Hub,,,,IH - Catalyst,Emerson Eriksson,Jamie Gupta,,Atlas Q3S3 + Horizon FY27-Q1S5,,,,46081,,21,DMND0005449 Marketing Attribution Data Model,Medium,Integration,"Squad Atlas, Data Engineering - Practice, Squad Catalyst, Squad Vertex",IH-4437,Backlog,Real-Time Analytics Engine,Off Track,,0,0,21,0,0,1,0,1,,45944,,,,,,Medium (2 - 4 weeks),,Supply Chain
Story,Deploy revenue service to production workspace,Innovation Hub,,,,IH - Nebula,,Remy Johansson,,Vertex Q4S6 + Catalyst Q4S6,,,,,,21,DMND0006537 Product Recommendation Engine,Lowest,,"Incidents - BAU, Squad Atlas, BAU - Funding",IH-4290,Selected for Development,,,,0,0,21,0,0,0,0,0,,45963,Should Have,,,,,,,Customer Operations
Story,Migrate pricing table from on-prem to cloud,Innovation Hub,,,,IH - Pulse,Peyton Brennan,Kendall Gupta,,,,,,45954,,1,DMND0006603 Sustainability Reporting Dashboard,Highest,"Automation, Migration, Analytics","Squad Horizon, Squad Nebula, BI & Analytics - Practice",IH-4817,In Progress,,,,38.77,0,1,33.39,0,1,0,1,,45963,Could Have,,Data Science,,,Large (4 - 6 weeks),,
Story,Validate compliance data accuracy after migration,Innovation Hub,,,,IH - Atlas,Skyler Kowalski,Skyler Kowalski,,Catalyst FY27-Q1S6 [COMPLETED] + Horizon Q3S5 + Pulse FY27-Q1S6 + Pulse FY27-Q1S5,,,,46025,,5,DMND0004451 Product Recommendation Engine,Low,,"Cloud Migration - CC, Squad Vertex, Squad Atlas, BI & Analytics - Practice",IH-2137,In Progress,,,,54.39,3,2,68.82,1,0,2,3,,45996,Must Have,,Cloud Platform,DMND00060860,,,,
Story,Implement order validation rules in enrichment layer,Innovation Hub,,,,IH - Nebula,Sam Costa,,,,,,,45917,,21,DMND0006537 Product Recommendation Engine,High,"Analytics, Compliance","Demands - BAU, Project - Funding, Squad Pulse",IH-3563,Done,,,,100,21,0,0,0,0,0,0,,,Should Have,,,,,,,
Sub-task,Create DML scripts for forecast migration,Innovation Hub,,,,IH - Atlas,Peyton Silva,Peyton Silva,,Catalyst FY27-Q1S6 [COMPLETED] + Atlas FY27-Q1S6 + Nebula Q4S1 + Horizon Q4S3,,,,,,0,Optimise order query performance,Medium,,Squad Catalyst,IH-1112,Blocked,Self-Service BI Portal,On Track,,0,0,0,0,1,1,0,2,,45977,,,,,,,,
Story,Implement supplier validation rules in ingestion layer,Innovation Hub,,,,IH - Catalyst,,Peyton Brennan,,Vertex Q4S1,,,,46116,,21,DMND0006603 Sustainability Reporting Dashboard,High,,"Squad Atlas, BI & Analytics - Practice, BAU - Funding",IH-8498,Done,,,,100,21,0,100,0,0,2,2,,,Should Have,,NA,,,,,
Sub-task,Update documentation for campaign schema,Innovation Hub,,,,IH - Atlas,,Harper Okafor,,Vertex Q3S1 + Nebula Q3S2 + Nebula FY27-Q1S4 + Atlas FY27-Q1S4,,,,46106,,3,Optimise order query performance,Medium,Infrastructure,"Data Engineering - Practice, Squad Atlas, BI & Analytics - Practice, Cloud Migration - CC",IH-4299,Blocked,,,,0,0,3,0,0,0,0,0,,,,,,,,,,
Sub Test Execution,Validate row counts for billing table,Innovation Hub,,,,IH - Atlas,Morgan Novak,Avery Petrov,,Catalyst FY27-Q1S5 + Nebula Q3S2,,,,,,,Migrate supplier table from on-prem to cloud,Highest,,"Squad Atlas, Demands - BAU, Squad Vertex, Project - Funding",IH-1923,In Progress,,,,54.37,0,0,34.52,1,0,2,3,,46015,,,NA,,Legal,Large (4 - 6 weeks),,
Sub-task,Review pull request for fleet changes,Innovation Hub,,,,IH - Nebula,Emerson Eriksson,,,,,,,45957,,2,Migrate pricing table from on-prem to cloud,Medium,"Analytics, Migration","Squad Pulse, Squad Catalyst, Demands - BAU",IH-6296,Done,,,,100,2,0,100,0,0,0,0,,,Must Have,,,,,,,
Story,Add billing field mapping to notification schema,Innovation Hub,,,,IH - Pulse,Logan Gupta,Oakley Petrov,,,,,,46060,,13,DMND0006537 Product Recommendation Engine,Medium,"Q1FY27, Automation","Squad Atlas, Data Engineering - Practice, Incidents - BAU",IH-7917,In Progress,,,Reporting,84.71,11,2,70.89,0,0,2,2,,,Won't Have,,,,Human Resources,,,
Epic,DMND0005910 Employee Engagement Survey Platform,Innovation Hub,,,"IH - Catalyst, IH - Nebula, IH - Atlas",IH - Horizon,,,,,,,,,312,,,High,Integration,Squad Nebula,IH-8474,Backlog,,,,0,0,0,0,4,6,0,10,,,,Small (< 2 weeks),,DMND00014732,,,,
Story,Migrate compliance table from on-prem to cloud,Innovation Hub,,,,IH - Nebula,Peyton Brennan,Blake Brennan,,Pulse FY27-Q1S5 + Nebula FY27-Q1S5 [COMPLETED],,,,,,0,DMND0005449 Marketing Attribution Data Model,High,"Performance, Infrastructure, Analytics","Project - Funding, Squad Nebula, BAU - Funding, Squad Vertex",IH-6775,Done,,,,100,0,0,0,0,0,2,2,,,,,,,Product & Technology,,,
